 (9.999005158364603352e-01-3.412047285884100512e-19j)  (1.220257469097615362e-04-1.755344920956992912e-06j)  (-1.220289942707043340e-04-9.972185412216351061e-03j)  (-2.614205915734532158e-09-3.255521515876783088e-07j)
 (1.220257469097615227e-04+1.755344920956992488e-06j)  (1.489484594596669221e-08-5.095571830808785857e-27j)  (2.614205915734528022e-09-1.217198668214999838e-06j)  (2.524810042141425370e-13-3.973428622087139592e-11j)
 (-1.220289942707043204e-04+9.972185412216352796e-03j)  (2.614205915734531331e-09+1.217198668215000261e-06j)  (9.946926858804672048e-05-1.887002871997079492e-22j)  (3.247108461766247054e-09+1.365881437921412589e-11j)
 (-2.614205915734532158e-09+3.255521515876783617e-07j)  (2.524810042141427390e-13+3.973428622087141530e-11j)  (3.247108461766247881e-09-1.365881437921414043e-11j)  (1.060015829547506877e-13-1.955134952283961006e-31j)
