# f,ft
 (-1.000000000000000000e+00+0.000000000000000000e+00j), (1.479615267281826907e-01-6.635476007233614970e-02j)
 (-9.979979979979980431e-01+0.000000000000000000e+00j), (1.482045337470659641e-01-6.635190728555490081e-02j)
 (-9.959959959959959752e-01+0.000000000000000000e+00j), (1.484482051729936469e-01-6.634904951462460010e-02j)
 (-9.939939939939940183e-01+0.000000000000000000e+00j), (1.486925438760311191e-01-6.634618676448247876e-02j)
 (-9.919919919919919504e-01+0.000000000000000000e+00j), (1.489375528630144663e-01-6.634331897926348809e-02j)
 (-9.899899899899899935e-01+0.000000000000000000e+00j), (1.491832350155959663e-01-6.634044620009774129e-02j)
 (-9.879879879879880367e-01+0.000000000000000000e+00j), (1.494295933433202050e-01-6.633756834909726452e-02j)
 (-9.859859859859859688e-01+0.000000000000000000e+00j), (1.496766308189289019e-01-6.633468546243907749e-02j)
 (-9.839839839839840119e-01+0.000000000000000000e+00j), (1.499243504347485545e-01-6.633179749424557292e-02j)
 (-9.819819819819819440e-01+0.000000000000000000e+00j), (1.501727552355449635e-01-6.632890443895535226e-02j)
 (-9.799799799799799871e-01+0.000000000000000000e+00j), (1.504218482384746258e-01-6.632600628038803903e-02j)
 (-9.779779779779780302e-01+0.000000000000000000e+00j), (1.506716325100295739e-01-6.632310299079202665e-02j)
 (-9.759759759759759623e-01+0.000000000000000000e+00j), (1.509221111342924637e-01-6.632019456944122926e-02j)
 (-9.739739739739740054e-01+0.000000000000000000e+00j), (1.511732871893086139e-01-6.631728099294625922e-02j)
 (-9.719719719719719375e-01+0.000000000000000000e+00j), (1.514251637881763868e-01-6.631436223655892692e-02j)
 (-9.699699699699699806e-01+0.000000000000000000e+00j), (1.516777440771206464e-01-6.631143828783500616e-02j)
 (-9.679679679679680238e-01+0.000000000000000000e+00j), (1.519310311882534625e-01-6.630850912941788078e-02j)
 (-9.659659659659659559e-01+0.000000000000000000e+00j), (1.521850283023309380e-01-6.630557473428035087e-02j)
 (-9.639639639639639990e-01+0.000000000000000000e+00j), (1.524397386063179871e-01-6.630263509612972783e-02j)
 (-9.619619619619619311e-01+0.000000000000000000e+00j), (1.526951653007069254e-01-6.629969019204054459e-02j)
 (-9.599599599599599742e-01+0.000000000000000000e+00j), (1.529513116129020134e-01-6.629673999643696802e-02j)
 (-9.579579579579580173e-01+0.000000000000000000e+00j), (1.532081807924005057e-01-6.629378449514788940e-02j)
 (-9.559559559559559494e-01+0.000000000000000000e+00j), (1.534657760999890708e-01-6.629082366542216054e-02j)
 (-9.539539539539539925e-01+0.000000000000000000e+00j), (1.537241008278634191e-01-6.628785748406179623e-02j)
 (-9.519519519519519246e-01+0.000000000000000000e+00j), (1.539831582757669459e-01-6.628488593841969090e-02j)
 (-9.499499499499499677e-01+0.000000000000000000e+00j), (1.542429517687602392e-01-6.628190899820707305e-02j)
 (-9.479479479479478998e-01+0.000000000000000000e+00j), (1.545034846619956215e-01-6.627892664687748403e-02j)
 (-9.459459459459459429e-01+0.000000000000000000e+00j), (1.547647603085976487e-01-6.627593886438225279e-02j)
 (-9.439439439439439861e-01+0.000000000000000000e+00j), (1.550267821074418351e-01-6.627294562597084437e-02j)
 (-9.419419419419419182e-01+0.000000000000000000e+00j), (1.552895534520452314e-01-6.626994691678475546e-02j)
 (-9.399399399399399613e-01+0.000000000000000000e+00j), (1.555530777790226638e-01-6.626694269493034473e-02j)
 (-9.379379379379378934e-01+0.000000000000000000e+00j), (1.558173585444156128e-01-6.626393295081307866e-02j)
 (-9.359359359359359365e-01+0.000000000000000000e+00j), (1.560823992107521208e-01-6.626091766568209529e-02j)
