 (2.499999999999999445e-01-1.882277682111718217e-35j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.295887403949780289e-41+1.058791184067875424e-22j)  (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.499999999999999445e-01-5.331044917895071722e-39j)  (-3.388131789017201356e-21-7.972671841360210602e-39j)  (1.128474576789396008e-36+1.058791184067875424e-22j)
 (3.760663567669740113e-37-1.058791184067875424e-22j)  (3.388131789017201356e-21-5.164795867135739464e-40j)  (2.499999999999999445e-01-3.158106510178710706e-39j)  (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)  (-3.762270688852504960e-37-1.058791184067875424e-22j)  (-3.761581922631320025e-37+0.000000000000000000e+00j)  (2.499999999999999445e-01+1.883213959701634572e-35j)
