# t,fid
 (0.000000000000000000e+00+0.000000000000000000e+00j), (7.581333819736464467e-03+5.112973640934367903e-03j)
 (1.000100010001000045e-01+0.000000000000000000e+00j), (7.453863213215556130e-03+4.751988350182759918e-03j)
 (2.000200020002000090e-01+0.000000000000000000e+00j), (6.873042711519962086e-03+4.105881934684726779e-03j)
 (3.000300030003000273e-01+0.000000000000000000e+00j), (5.873598855575175651e-03+3.216518086927651517e-03j)
 (4.000400040004000179e-01+0.000000000000000000e+00j), (4.515768601059902236e-03+2.140162080937636942e-03j)
 (5.000500050005000086e-01+0.000000000000000000e+00j), (2.881666551493880686e-03+9.439276018305157653e-04j)
 (6.000600060006000547e-01+0.000000000000000000e+00j), (1.070316073089816293e-03-2.984043652261960181e-04j)
 (7.000700070006999898e-01+0.000000000000000000e+00j), (-8.083548481271460480e-04-1.510934317254275603e-03j)
 (8.000800080008000359e-01+0.000000000000000000e+00j), (-2.640188739374983891e-03-2.620280351676937142e-03j)
 (9.000900090009000820e-01+0.000000000000000000e+00j), (-4.313739202691637374e-03-3.560018489755276995e-03j)
 (1.000100010001000017e+00+0.000000000000000000e+00j), (-5.727054703910054029e-03-4.274658566761980853e-03j)
 (1.100110011001099952e+00+0.000000000000000000e+00j), (-6.793892445067589714e-03-4.722917792476909703e-03j)
 (1.200120012001200109e+00+0.000000000000000000e+00j), (-7.448983407281827354e-03-4.880099056756583530e-03j)
 (1.300130013001300044e+00+0.000000000000000000e+00j), (-7.652026998516959361e-03-4.739437383740699797e-03j)
 (1.400140014001399980e+00+0.000000000000000000e+00j), (-7.390170736083168102e-03-4.312342085368348066e-03j)
 (1.500150015001500137e+00+0.000000000000000000e+00j), (-6.678822367773560795e-03-3.627530145305001008e-03j)
 (1.600160016001600072e+00+0.000000000000000000e+00j), (-5.560743201283817674e-03-2.729113994639438545e-03j)
 (1.700170017001700007e+00+0.000000000000000000e+00j), (-4.103476003843068223e-03-1.673769996488467561e-03j)
 (1.800180018001800164e+00+0.000000000000000000e+00j), (-2.395262284845312700e-03-5.271688240337094912e-04j)
 (1.900190019001900099e+00+0.000000000000000000e+00j), (-5.396959007307692430e-04+6.401077776662053055e-04j)
 (2.000200020002000034e+00+0.000000000000000000e+00j), (1.350562897563068170e-03+1.756910148654348362e-03j)
 (2.100210021002100191e+00+0.000000000000000000e+00j), (3.160631334427257706e-03+2.755856636981079532e-03j)
 (2.200220022002199904e+00+0.000000000000000000e+00j), (4.780389920415810748e-03+3.577398106415159967e-03j)
 (2.300230023002300062e+00+0.000000000000000000e+00j), (6.111185188758807077e-03+4.173365912494538324e-03j)
 (2.400240024002400219e+00+0.000000000000000000e+00j), (7.071841174277691822e-03+4.509792073702332746e-03j)
 (2.500250025002499932e+00+0.000000000000000000e+00j), (7.603613153168639616e-03+4.568836781140331836e-03j)
 (2.600260026002600089e+00+0.000000000000000000e+00j), (7.673781215964535496e-03+4.349714427124585885e-03j)
 (2.700270027002700246e+00+0.000000000000000000e+00j), (7.277663770649764677e-03+3.868571477213510797e-03j)
 (2.800280028002799959e+00+0.000000000000000000e+00j), (6.438927058473898138e-03+3.157333907651587585e-03j)
 (2.900290029002900116e+00+0.000000000000000000e+00j), (5.208170377299477065e-03+2.261604625942007819e-03j)
 (3.000300030003000273e+00+0.000000000000000000e+00j), (3.659871642833501144e-03+1.237748472330332718e-03j)
 (3.100310031003099986e+00+0.000000000000000000e+00j), (1.887877787558208146e-03+1.493506238429949742e-04j)
 (3.200320032003200144e+00+0.000000000000000000e+00j), (-2.867852604013579332e-07-9.367293700690416773e-04j)
 (3.300330033003300301e+00+0.000000000000000000e+00j), (-1.889948320613760819e-03-1.954463210960538568e-03j)
 (3.400340034003400014e+00+0.000000000000000000e+00j), (-3.666251847171557009e-03-2.842667110085271304e-03j)
 (3.500350035003500171e+00+0.000000000000000000e+00j), (-5.221145689893698545e-03-3.548678809324319790e-03j)
 (3.600360036003600328e+00+0.000000000000000000e+00j), (-6.459957407333195498e-03-4.031477458103619599e-03j)
 (3.700370037003700041e+00+0.000000000000000000e+00j), (-7.307160755627062701e-03-4.264061673601424185e-03j)
 (3.800380038003800198e+00+0.000000000000000000e+00j), (-7.710982226741787578e-03-4.234948266295149658e-03j)
 (3.900390039003900355e+00+0.000000000000000000e+00j), (-7.646566081777926918e-03-3.948709197922607023e-03j)
 (4.000400040004000068e+00+0.000000000000000000e+00j), (-7.117504330917397842e-03-3.425523907476957057e-03j)
 (4.100410041004099782e+00+0.000000000000000000e+00j), (-6.155637481746565644e-03-2.699784505775619080e-03j)
 (4.200420042004200383e+00+0.000000000000000000e+00j), (-4.819137044942830954e-03-1.817848800772561054e-03j)
 (4.300430043004300096e+00+0.000000000000000000e+00j), (-3.188985351339804989e-03-8.350871889256797700e-04j)
 (4.400440044004399809e+00+0.000000000000000000e+00j), (-1.364065830781630148e-03+1.875889271109655067e-04j)
 (4.500450045004500410e+00+0.000000000000000000e+00j), (5.448384150130429916e-04+1.187499808013190057e-03j)
 (4.600460046004600123e+00+0.000000000000000000e+00j), (2.421773308959309853e-03+2.104037618756269754e-03j)
 (4.700470047004699836e+00+0.000000000000000000e+00j), (4.152660866012316404e-03+2.882339040787294804e-03j)
 (4.800480048004800437e+00+0.000000000000000000e+00j), (5.632236132550365315e-03+3.476567771015482648e-03j)
 (4.900490049004900150e+00+0.000000000000000000e+00j), (6.770451966400402657e-03+3.852610613240876284e-03j)
 (5.000500050004999864e+00+0.000000000000000000e+00j), (7.497961781734073343e-03+3.990028789838582189e-03j)
 (5.100510051005100465e+00+0.000000000000000000e+00j), (7.770346282096780854e-03+3.883153313290304155e-03j)
 (5.200520052005200178e+00+0.000000000000000000e+00j), (7.570826456546010316e-03+3.541266771641323266e-03j)
 (5.300530053005299891e+00+0.000000000000000000e+00j), (6.911297086256954977e-03+2.987870356989442023e-03j)
 (5.400540054005400492e+00+0.000000000000000000e+00j), (5.831617111002436286e-03+2.259090912721727247e-03j)
 (5.500550055005500205e+00+0.000000000000000000e+00j), (4.397199226358504062e-03+1.401334772693990996e-03j)
 (5.600560056005599918e+00+0.000000000000000000e+00j), (2.695044571646708007e-03+4.683400710785365351e-04j)
 (5.700570057005700519e+00+0.000000000000000000e+00j), (8.284630254519974833e-04-4.821856602488789993e-04j)
