# f,ft
 (-1.000000000000000000e+00+0.000000000000000000e+00j), (1.179785655963703070e-22-1.045026513944796845e-21j)
 (-9.979979979979980431e-01+0.000000000000000000e+00j), (1.177744702066771934e-22-1.051188661984038776e-21j)
 (-9.959959959959959752e-01+0.000000000000000000e+00j), (1.175686592580865374e-22-1.057404691480579314e-21j)
 (-9.939939939939940183e-01+0.000000000000000000e+00j), (1.173611101144207737e-22-1.063675259290543986e-21j)
 (-9.919919919919919504e-01+0.000000000000000000e+00j), (1.171517997403372279e-22-1.070001032864792097e-21j)
 (-9.899899899899899935e-01+0.000000000000000000e+00j), (1.169407046919653753e-22-1.076382690455248906e-21j)
 (-9.879879879879880367e-01+0.000000000000000000e+00j), (1.167278011078513960e-22-1.082820921344570328e-21j)
 (-9.859859859859859688e-01+0.000000000000000000e+00j), (1.165130646972809788e-22-1.089316426064589466e-21j)
 (-9.839839839839840119e-01+0.000000000000000000e+00j), (1.162964707359410183e-22-1.095869916630795387e-21j)
 (-9.819819819819819440e-01+0.000000000000000000e+00j), (1.160779940489215433e-22-1.102482116775577155e-21j)
 (-9.799799799799799871e-01+0.000000000000000000e+00j), (1.158576090103704039e-22-1.109153762193192904e-21j)
 (-9.779779779779780302e-01+0.000000000000000000e+00j), (1.156352895224857527e-22-1.115885600789303027e-21j)
 (-9.759759759759759623e-01+0.000000000000000000e+00j), (1.154110090121429175e-22-1.122678392930828552e-21j)
 (-9.739739739739740054e-01+0.000000000000000000e+00j), (1.151847404191184393e-22-1.129532911711085869e-21j)
 (-9.719719719719719375e-01+0.000000000000000000e+00j), (1.149564561806532692e-22-1.136449943221621774e-21j)
 (-9.699699699699699806e-01+0.000000000000000000e+00j), (1.147261282227539224e-22-1.143430286812842005e-21j)
 (-9.679679679679680238e-01+0.000000000000000000e+00j), (1.144937279518267429e-22-1.150474755388676269e-21j)
 (-9.659659659659659559e-01+0.000000000000000000e+00j), (1.142592262386879835e-22-1.157584175698126608e-21j)
 (-9.639639639639639990e-01+0.000000000000000000e+00j), (1.140225934003770270e-22-1.164759388610572310e-21j)
 (-9.619619619619619311e-01+0.000000000000000000e+00j), (1.137837992024203652e-22-1.172001249446241249e-21j)
 (-9.599599599599599742e-01+0.000000000000000000e+00j), (1.135428128292169228e-22-1.179310628266262079e-21j)
 (-9.579579579579580173e-01+0.000000000000000000e+00j), (1.132996028826113364e-22-1.186688410211064604e-21j)
 (-9.559559559559559494e-01+0.000000000000000000e+00j), (1.130541373597108716e-22-1.194135495807829487e-21j)
 (-9.539539539539539925e-01+0.000000000000000000e+00j), (1.128063836437319893e-22-1.201652801330428376e-21j)
 (-9.519519519519519246e-01+0.000000000000000000e+00j), (1.125563084877915484e-22-1.209241259125026246e-21j)
 (-9.499499499499499677e-01+0.000000000000000000e+00j), (1.123038779969456283e-22-1.216901817982895363e-21j)
 (-9.479479479479478998e-01+0.000000000000000000e+00j), (1.120490576155344854e-22-1.224635443484410627e-21j)
 (-9.459459459459459429e-01+0.000000000000000000e+00j), (1.117918121152468192e-22-1.232443118396264355e-21j)
 (-9.439439439439439861e-01+0.000000000000000000e+00j), (1.115321055643799834e-22-1.240325843037615461e-21j)
 (-9.419419419419419182e-01+0.000000000000000000e+00j), (1.112699013279982309e-22-1.248284635687001029e-21j)
 (-9.399399399399399613e-01+0.000000000000000000e+00j), (1.110051620379106117e-22-1.256320532977806845e-21j)
 (-9.379379379379378934e-01+0.000000000000000000e+00j), (1.107378495823499915e-22-1.264434590321560087e-21j)
 (-9.359359359359359365e-01+0.000000000000000000e+00j), (1.104679250810899052e-22-1.272627882338682744e-21j)
 (-9.339339339339339796e-01+0.000000000000000000e+00j), (1.101953488692880216e-22-1.280901503286912475e-21j)
 (-9.319319319319319117e-01+0.000000000000000000e+00j), (1.099200804805738126e-22-1.289256567525087979e-21j)
 (-9.299299299299299548e-01+0.000000000000000000e+00j), (1.096420786188504184e-22-1.297694209970443947e-21j)
 (-9.279279279279278869e-01+0.000000000000000000e+00j), (1.093613011459504527e-22-1.306215586583108643e-21j)
 (-9.259259259259259300e-01+0.000000000000000000e+00j), (1.090777050533433105e-22-1.314821874845931860e-21j)
 (-9.239239239239238621e-01+0.000000000000000000e+00j), (1.087912464480984027e-22-1.323514274281692839e-21j)
 (-9.219219219219219053e-01+0.000000000000000000e+00j), (1.085018805191803000e-22-1.332294006967101446e-21j)
 (-9.199199199199199484e-01+0.000000000000000000e+00j), (1.082095615176082697e-22-1.341162318064948413e-21j)
 (-9.179179179179178805e-01+0.000000000000000000e+00j), (1.079142427366080531e-22-1.350120476371826458e-21j)
 (-9.159159159159159236e-01+0.000000000000000000e+00j), (1.076158764826295350e-22-1.359169774889696082e-21j)
 (-9.139139139139138557e-01+0.000000000000000000e+00j), (1.073144140494545768e-22-1.368311531402718132e-21j)
 (-9.119119119119118988e-01+0.000000000000000000e+00j), (1.070098056955223415e-22-1.377547089079055376e-21j)
 (-9.099099099099099419e-01+0.000000000000000000e+00j), (1.067020006046704387e-22-1.386877817081227354e-21j)
 (-9.079079079079078740e-01+0.000000000000000000e+00j), (1.063909468707942534e-22-1.396305111203182231e-21j)
 (-9.059059059059059171e-01+0.000000000000000000e+00j), (1.060765914625282312e-22-1.405830394524389067e-21j)
 (-9.039039039039038492e-01+0.000000000000000000e+00j), (1.057588801923720707e-22-1.415455118078569215e-21j)
 (-9.019019019019018923e-01+0.000000000000000000e+00j), (1.054377576842268501e-22-1.425180761546353076e-21j)
 (-8.998998998998999355e-01+0.000000000000000000e+00j), (1.051131673492024008e-22-1.435008833968806674e-21j)
 (-8.978978978978978676e-01+0.000000000000000000e+00j), (1.047850513376893231e-22-1.444940874480365366e-21j)
 (-8.958958958958959107e-01+0.000000000000000000e+00j), (1.044533505173855876e-22-1.454978453068816887e-21j)
 (-8.938938938938938428e-01+0.000000000000000000e+00j), (1.041180044332190666e-22-1.465123171343966140e-21j)
 (-8.918918918918918859e-01+0.000000000000000000e+00j), (1.037789512682863269e-22-1.475376663355280663e-21j)
 (-8.898898898898899290e-01+0.000000000000000000e+00j), (1.034361278072896419e-22-1.485740596406415306e-21j)
 (-8.878878878878878611e-01+0.000000000000000000e+00j), (1.030894694014162064e-22-1.496216671917182112e-21j)
 (-8.858858858858859042e-01+0.000000000000000000e+00j), (1.027389099171969968e-22-1.506806626299339499e-21j)
